#user_id_fingerprint	#actor_id_fingerprint	#post_id_fingerprint	#post_timestamp	#action_timestamp	#user_timezone
342974838997530624	-6271058416140493249	7339466303506382090	1413331198997	1413335282999	Atlantic Standard Time
342974838997530624	3036133073409868019	624378331071342178	1413331198997	1413331363999	Atlantic Standard Time
-3484984757207668258	-7999630458530530322	-4552912208051205608	1413331198997	1413331656000	Venezuela Time
-4528531901673825444	-3696005865049921616	-8727436207389082665	1413331198997	1413333180000	Pacific Standard Time
1202276955820070505	2418282758084909596	-8432208685017812922	1413331198002	1413334253000	Korea Standard Time
1202276955820070505	-3876819851397711739	-8432208685017812922	1413331198002	1413334417999	Korea Standard Time
1202276955820070505	-252920971072688132	-8432208685017812922	1413331198002	1413364585998	Korea Standard Time
1202276955820070505	1067114425407874356	-8432208685017812922	1413331198002	1413336170999	Korea Standard Time
8131007418801685480	-6878217596560484609	-1781058472256355341	1413331198002	1413344151999	Eastern Standard Time
1202276955820070505	6965886701287603200	-8432208685017812922	1413331198002	1413335070000	Korea Standard Time
4635034173526949462	348852252221417480	-3629043651139907137	1413331198002	1413370159999	\N
1202276955820070505	-1993692267825665133	-8432208685017812922	1413331198002	1413333037001	Korea Standard Time
1202276955820070505	-4476628110932352337	-8432208685017812922	1413331198002	1413342750998	Korea Standard Time
1202276955820070505	-3186412495301829946	-8432208685017812922	1413331198002	1413334486000	Korea Standard Time
1202276955820070505	880934655530345767	-8432208685017812922	1413331198002	1413334303999	Korea Standard Time
1202276955820070505	-3246425392429955899	-8432208685017812922	1413331198002	1413331618000	Korea Standard Time
1202276955820070505	-1180862688633630928	-8432208685017812922	1413331198002	1413347980000	Korea Standard Time
1202276955820070505	-8114661072097303333	-8432208685017812922	1413331198002	1413337059000	Korea Standard Time
-3107962047217958124	3442185894500978492	-3947162720726844817	1413331198002	1413331332000	Central Standard Time
1202276955820070505	-5690266461720282315	-8432208685017812922	1413331198002	1413335457000	Korea Standard Time
1202276955820070505	2138095386463234388	-8432208685017812922	1413331198002	1413332145998	Korea Standard Time
-3107962047217958124	8188560223443419436	-3947162720726844817	1413331198002	1413332783000	Central Standard Time
1202276955820070505	-3411273633241102274	-8432208685017812922	1413331198002	1413334593000	Korea Standard Time
-3107962047217958124	-2393573653548332492	-3947162720726844817	1413331198002	1413331768999	Central Standard Time
1202276955820070505	4667850749361419186	-8432208685017812922	1413331198002	1413346880999	Korea Standard Time
1202276955820070505	8834728396659728801	-8432208685017812922	1413331198002	1413331961000	Korea Standard Time
1202276955820070505	-8302324157085808604	-8432208685017812922	1413331198002	1413345196999	Korea Standard Time
1202276955820070505	-8472085154748362872	-8432208685017812922	1413331198002	1413333967999	Korea Standard Time
1202276955820070505	-2537088348186379961	-8432208685017812922	1413331198002	1413342137999	Korea Standard Time
1202276955820070505	6422817228981627413	-8432208685017812922	1413331198002	1413332681000	Korea Standard Time
-3107962047217958124	6082171914885844530	-3947162720726844817	1413331198002	1413331254999	Central Standard Time
1202276955820070505	-7571864563100912608	-8432208685017812922	1413331198002	1413333019000	Korea Standard Time
1202276955820070505	-8282086230156880129	-8432208685017812922	1413331198002	1413360831000	Korea Standard Time
1202276955820070505	-3408507199540477966	-8432208685017812922	1413331198002	1413335493000	Korea Standard Time
1202276955820070505	2471944894585577252	-8432208685017812922	1413331198002	1413334143001	Korea Standard Time
